round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_ece,fed_auprc_lift,fed_auroc,fed_auprc,fed_f1_best,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6625528257780747,105.02927811938227,17.27424,17.27424,0.9991046702896288,0.9580209895052474,0.2757586178661644,0.26460446770633783,0.46915039312893136,1.0357152909185623,0.87233290355867,0.9922861859053116,0.9798421312018856,0.6014697569248163,0.6446739181396222,0.981224179322733,1.0146232488613098,0.9832657200811359,0.9832657200811359,0.5147614479064941,0.4522296256852566,0.23634471774506163,0.9670822942643391,0.003441422638391051,2.0609571859076823,0.0007864823511497514,0.0038889639520116137
2.0,0.4967239427995346,25.714237785303972,34.54848,34.54848,0.9991046702896288,0.9580209895052474,0.33029860852361626,0.1639238308039569,0.35655067590759254,1.0391654410454887,0.8863281699449823,0.9942187480135352,0.9793407210439292,0.9606607156009951,0.5275798209011205,0.9761694456129115,1.0093964612964867,0.9832657200811359,0.9832657200811359,0.5140815377235413,0.45279482635773916,0.23685671975184647,0.9670822942643391,0.0013876389739853011,0.8363059683538268,0.0003263541993454736,0.0015656402512535302
3.0,0.4466648774390611,26.54718300829942,51.82272,51.82272,0.9991046702896288,0.9580209895052474,0.16983302129709024,0.3162776945170239,0.5207119263719763,1.0379933021412064,0.8729005403254486,0.9930941997113816,0.9800599700149927,0.5378110944527736,0.3831129760732649,0.9646588756426604,0.997494092657831,0.9832657200811359,0.9832657200811359,0.5129470229148865,0.4538257238573564,0.23779336249113617,0.9670822942643391,0.0008922737435461326,0.539825833695204,0.00024034974220079653,0.0010013380663580573
4.0,0.3961463998950851,16.770174124615174,69.09696,69.09696,0.9991046702896288,0.9580209895052474,0.26665114418141317,0.14143966751275208,0.32270234050243163,1.0410000288879702,0.9134728177534361,0.995978848830833,0.9793407210439292,0.9467461391255592,0.29617344148030067,0.9508156888518404,0.9831797092047139,0.9832657200811359,0.9832657200811359,0.5126876831054688,0.4538439640380497,0.23781272155585162,0.9670822942643391,0.0007389409627632248,0.4486182084050938,0.00022436598847862496,0.0008248411730083366
5.0,0.3908616492617204,20.978906051085243,86.3712,86.3712,0.9991046702896288,0.9580209895052474,0.4146818359573742,0.09412761809768568,0.2381407240966986,1.0380160720766376,0.9107058278593199,0.9944935518885478,0.9789058958892646,0.9613660207227602,0.3034327285229812,0.9453926020088785,0.9775720304423938,0.9832657200811359,0.9832657200811359,0.5127800703048706,0.4540335059760514,0.23798254830752374,0.9670822942643391,0.0006760138754993443,0.4116195065824968,0.0002050808652217013,0.0007545504193480443
6.0,0.3388645416710507,11.191288396943298,103.64544,103.64544,0.9991046702896288,0.9580209895052474,0.15725543842590908,0.26552014564080617,0.4738442395803989,1.0356496718058783,0.8396208548460009,0.9908457242919239,0.9793407210439292,0.6797270777587521,0.43494381671276977,0.966617343433179,0.9995192230961959,0.9832657200811359,0.9832657200811359,0.5108132362365723,0.4559155469820684,0.23969444951117022,0.9670822942643391,0.0007688687809115731,0.4697273052646551,0.00038577920862470203,0.0008326535426617929
7.0,0.31791690767815417,12.55568622597706,120.91968,120.91968,0.9991046702896288,0.9580209895052474,0.22012779431632612,0.13759145687326055,0.30850512026131954,1.0404529780938763,0.9045017721024545,0.995454009121612,0.9808121343485301,0.9129372918936822,0.35672089643208776,0.957159872308943,0.9897398370187884,0.9832657200811359,0.9832657200811359,0.5117123126983643,0.4548672190628147,0.23874044905076947,0.9670822942643391,0.000565811861061943,0.3470058460291341,0.0002072506696527174,0.0006254072086989583
8.0,0.28551611935704907,11.667671201989329,138.19392,138.19392,0.9991046702896288,0.9580209895052474,0.18421703594914085,0.04772479458373076,0.10868851981241662,1.0389081370363336,0.9267379546033321,0.995349397669429,0.9783412207940543,0.9713176198785853,0.4037538875084002,0.9595851908709158,0.9922477089717309,0.9832657200811359,0.9832657200811359,0.5127474069595337,0.45397526516284126,0.2379289689725575,0.9670822942643391,0.0005169086307714865,0.3180769384115365,0.00021017005123136458,0.0005677882576436919
9.0,0.29225076432026753,12.183440726229675,155.46816,155.46816,0.9991046702896288,0.9580209895052474,0.21642645447329245,0.0571779084304101,0.13040527884570555,1.036934234842766,0.8903328725745104,0.9934556388731942,0.9783412207940543,0.9657475337566327,0.493963617609827,0.9716975798996027,1.004772381484633,0.9832657200811359,0.9832657200811359,0.5140174031257629,0.45275461926424587,0.2368208618047804,0.9670822942643391,0.0007766792184718754,0.47959728111504774,0.00025608913468110425,0.0008628139586968351
10.0,0.2712285096480268,8.894079076602221,172.7424,172.7424,0.9991046702896288,0.9580209895052474,0.0875951811514873,0.22976735448086433,0.4224918237489382,1.0413240628468567,0.9201866325632029,0.9962897265237199,0.9793407210439292,0.7839669908635426,0.503125634894588,0.970640221841685,1.003679032899731,0.9832657200811359,0.9832657200811359,0.514048159122467,0.45282396741044195,0.23688363008839092,0.9670822942643391,0.0007987250540090053,0.4954278081339396,0.00023312464172223273,0.0008920403182903074
