file,dataset,model,strategy,seed,rounds,n_clients,loss,compressor,tag,k_slow,k_med,private_head,schedule,dp_sigma,dp_epsilon,fed_auroc_final,fed_auroc_best,fed_auroc_best_round,fed_auroc_ppd,fed_auroc_auc_curve,fed_auroc_last10_mean,fed_auroc_earlystop_value,fed_auroc_earlystop_round,fed_auprc_final,fed_auprc_best,fed_auprc_best_round,fed_auprc_ppd,fed_auprc_auc_curve,fed_auprc_last10_mean,fed_auprc_earlystop_value,fed_auprc_earlystop_round,fed_f1_final,fed_f1_best,fed_f1_best_round,fed_f1_ppd,fed_f1_auc_curve,fed_f1_last10_mean,fed_f1_earlystop_value,fed_f1_earlystop_round,fed_f1_best_final,fed_f1_best_best,fed_f1_best_best_round,fed_f1_best_ppd,fed_f1_best_auc_curve,fed_f1_best_last10_mean,fed_f1_best_earlystop_value,fed_f1_best_earlystop_round,fed_ece_final,fed_ece_best,fed_ece_best_round,fed_ece_ppd,fed_ece_auc_curve,fed_ece_last10_mean,fed_ece_earlystop_value,fed_ece_earlystop_round,global_auroc_final,global_auroc_best,global_auroc_best_round,global_auroc_ppd,global_auroc_auc_curve,global_auroc_last10_mean,global_auroc_earlystop_value,global_auroc_earlystop_round,global_auprc_final,global_auprc_best,global_auprc_best_round,global_auprc_ppd,global_auprc_auc_curve,global_auprc_last10_mean,global_auprc_earlystop_value,global_auprc_earlystop_round,global_f1_final,global_f1_best,global_f1_best_round,global_f1_ppd,global_f1_auc_curve,global_f1_last10_mean,global_f1_earlystop_value,global_f1_earlystop_round,total_upload_mb,total_download_mb,divergence_slow_mean,divergence_slow_final,divergence_medium_mean,divergence_medium_final,divergence_total_mean,divergence_total_final,dispersion_abs_mean,dispersion_abs_final,divergence_fast_mean,divergence_fast_final
diabetes_mlp_fedavg_R30_C10_s42_scale10_summary.json,diabetes,mlp,fedavg,42,30.0,10,weighted_ce,none,_scale10,,,,,1.0,inf,0.712287385807743,0.712287385807743,30.0,0.0,0.6854368174864857,0.7049717328182701,0.712287385807743,30.0,0.28986766385250123,0.28986766385250123,30.0,0.0,0.2506963030453464,0.27801219414145684,0.28986766385250123,30.0,0.3029117797760796,0.3068939182021606,25.0,0.003982138426081028,0.2865446415340503,0.29882862560683854,0.3068939182021606,25.0,0.3368023987979768,0.3368023987979768,30.0,0.0,0.3121734009472413,0.3298283570791133,0.3368023987979768,30.0,0.32792029852365295,0.3665465180519686,1.0,0.03862621952831563,0.33796635119251456,0.33056905593694696,0.3665465180519686,1.0,0.6563769737840447,0.6682571381657993,6.0,0.011880164381754654,0.6635931076536982,0.6594171110971339,0.6682571381657993,6.0,0.21837361815483536,0.22387566066018705,6.0,0.00550204250535169,0.22154235468578912,0.21970951056639634,0.22387566066018705,6.0,0.2730932433902731,0.2812033814022874,7.0,0.008110138012014323,0.27605264015463327,0.2742926975502509,0.2812033814022874,7.0,54.9144,54.9144,0.011982116823022368,0.003995677155768505,0.017152065572471193,0.011316899595657364,0.014461525621985761,0.007385717562562617,3.328596799148772,3.7139304965421616,0.006933726533913512,0.00623970211181573
diabetes_mlp_fedavg_R30_C10_s43_scale10_summary.json,diabetes,mlp,fedavg,43,30.0,10,weighted_ce,none,_scale10,,,,,1.0,inf,0.7249365597140578,0.7249365597140578,30.0,0.0,0.7026282781855019,0.7182757688429707,0.7249365597140578,30.0,0.2986477421507451,0.2986477421507451,30.0,0.0,0.25648901942318514,0.28302249345870634,0.2986477421507451,30.0,0.3131498401877629,0.31422453999574174,29.0,0.0010746998079788628,0.2932450011330968,0.30424927498480825,0.31422453999574174,29.0,0.3466721106369326,0.3466721106369326,30.0,0.0,0.32056164869856935,0.3356607874191714,0.3466721106369326,30.0,0.33098753038255496,0.37088487673834264,2.0,0.03989734635578768,0.34531828392977654,0.3374537550449608,0.37088487673834264,2.0,0.6629101430642519,0.6739898532160907,12.0,0.01107971015183884,0.6696741569993638,0.6668623117826954,0.6739898532160907,12.0,0.21824143082083916,0.22568033312448413,11.0,0.0074389023036449675,0.22219792029242927,0.22096086480656543,0.22568033312448413,11.0,0.2793600363099966,0.2846025569760978,22.0,0.0052425206661012025,0.2785036250461434,0.2781819697073157,0.2846025569760978,22.0,54.9144,54.9144,0.012115945312955144,0.004414792645474297,0.016977258472759535,0.010093314240284493,0.014575950534238113,0.007209919470236167,3.282544342387185,3.5130905138030357,0.007778895924858229,0.006363399295827368
diabetes_mlp_fedavg_R30_C10_s44_scale10_summary.json,diabetes,mlp,fedavg,44,30.0,10,weighted_ce,none,_scale10,,,,,1.0,inf,0.7151283415491643,0.7151283415491643,30.0,0.0,0.6891802154366466,0.7074364547427906,0.7151283415491643,30.0,0.2928762138471377,0.2928762138471377,30.0,0.0,0.25887909721499913,0.2829464452860031,0.2928762138471377,30.0,0.29289157500127033,0.2944599507950672,29.0,0.0015683757937968723,0.2815963969461584,0.2901797288965094,0.2944599507950672,29.0,0.3351329549482969,0.3351329549482969,30.0,0.0,0.30938136920354437,0.32756902616440986,0.3351329549482969,30.0,0.3313067652766017,0.3678738312893052,1.0,0.036567066012703486,0.3437312909563736,0.3362430513349911,0.3678738312893052,1.0,0.6482429336923614,0.6658837482039852,7.0,0.017640814511623804,0.6592797021302292,0.6537895868062896,0.6658837482039852,7.0,0.21676914037497952,0.22689903936372255,11.0,0.01012989898874303,0.22270025065279478,0.22102482718627217,0.22689903936372255,11.0,0.26660914581535805,0.28558107005478495,6.0,0.018971924239426896,0.27623093608329147,0.27120748361326863,0.28558107005478495,6.0,54.9144,54.9144,0.011919315743582163,0.003933350723241588,0.016926077878543402,0.011699396602550873,0.014309879728846344,0.007524904537332408,3.3192877931504126,3.7779378270497546,0.008118923083886733,0.009288723579880918
diabetes_mlp_fedavg_R30_C20_s42_scale20_summary.json,diabetes,mlp,fedavg,42,30.0,20,weighted_ce,none,_scale20,,,,,1.0,inf,0.7074348762675792,0.7074348762675792,30.0,0.0,0.6833986363600687,0.7021605930750054,0.7074348762675792,30.0,0.28528289988714256,0.28528289988714256,30.0,0.0,0.25301630236333295,0.2779544689071121,0.28528289988714256,30.0,0.30214874182023643,0.30643793644150646,29.0,0.004289194621270032,0.28723171043023665,0.2999120290486947,0.30643793644150646,29.0,0.3364618466180019,0.33819944511060795,26.0,0.001737598492606074,0.31401876680737423,0.33084997629570956,0.33819944511060795,26.0,0.32065886490453693,0.36567457871322123,1.0,0.0450157138086843,0.33456784112197174,0.324959572038383,0.36567457871322123,1.0,0.6544990863748144,0.6677356080503026,6.0,0.013236521675488278,0.6608093932880545,0.6547765836165702,0.6677356080503026,6.0,0.21440744789662974,0.22433034881882105,3.0,0.009922900922191308,0.21970213203814637,0.21666158939368058,0.22433034881882105,3.0,0.2702037161405865,0.2807819243462808,3.0,0.010578208205694273,0.2742028908708238,0.27058844974384794,0.2807819243462808,3.0,109.8288,109.8288,0.005850385694987539,0.0018728343893022188,0.008672245818059147,0.0053093114686624115,0.007222987123717704,0.003468542315032716,1.6378588698226546,1.7322268514726602,0.0038365685860956146,0.0036019029279097136
diabetes_mlp_fedavg_R30_C20_s43_scale20_summary.json,diabetes,mlp,fedavg,43,30.0,20,weighted_ce,none,_scale20,,,,,1.0,inf,0.7140686290894349,0.7140686290894349,30.0,0.0,0.6931186410530221,0.7079559793844393,0.7140686290894349,30.0,0.2875517538218997,0.2875517538218997,30.0,0.0,0.24808815982398505,0.274024833830719,0.2875517538218997,30.0,0.3054761767156386,0.3054761767156386,30.0,0.0,0.28689180673276027,0.2982195513241094,0.3054761767156386,30.0,0.34443878016975094,0.34443878016975094,30.0,0.0,0.31672031151468655,0.3342392502138833,0.34443878016975094,30.0,0.3284063349596414,0.364493928934592,1.0,0.036087593974950594,0.34135206000860535,0.3310748733691415,0.364493928934592,1.0,0.6583994936246025,0.672187438209637,13.0,0.013787944585034517,0.6673149830564833,0.6628204809963903,0.672187438209637,13.0,0.2154822471483945,0.22439306746068527,7.0,0.008910820312290763,0.22006164163999758,0.2171278359863106,0.22439306746068527,7.0,0.2810693641618497,0.28427925665494724,17.0,0.0032098924930975548,0.27944045821132796,0.2803445405396412,0.28427925665494724,17.0,109.8288,109.8288,0.005983787074414775,0.002101150574866999,0.008769269598747024,0.0051917222400691,0.007403956890935418,0.0036068474224707618,1.6475632448351007,1.766315439459504,0.004389563287072906,0.004312569517480566
diabetes_mlp_fedavg_R30_C20_s44_scale20_summary.json,diabetes,mlp,fedavg,44,30.0,20,weighted_ce,none,_scale20,,,,,1.0,inf,0.709248892070277,0.709248892070277,30.0,0.0,0.6828847052071142,0.7022600988010093,0.709248892070277,30.0,0.30087330315834077,0.30087330315834077,30.0,0.0,0.26159811186212706,0.2881235029124932,0.30087330315834077,30.0,0.300182636560076,0.300182636560076,30.0,0.0,0.2843177404484135,0.29481212796805323,0.300182636560076,30.0,0.33651615524480905,0.33729936691129303,29.0,0.000783211666483985,0.31437610963239354,0.3326995422700195,0.33729936691129303,29.0,0.32164208041245335,0.36800576940549407,1.0,0.04636368899304072,0.33961956367860313,0.33167211618053494,0.36800576940549407,1.0,0.6504219702950461,0.6652321681200856,8.0,0.01481019782503945,0.6591935028744185,0.6530881163769894,0.6652321681200856,8.0,0.21628060685152528,0.2277924878025473,16.0,0.011511880951022013,0.22210037005281488,0.21913394286691137,0.2277924878025473,16.0,0.2763353539974837,0.28305571510626076,8.0,0.006720361108777051,0.27741003977999246,0.27410851308114315,0.28305571510626076,8.0,109.8288,109.8288,0.005917735792870533,0.0019475323613722183,0.0087626437308156,0.0059340449840782445,0.007305625663894541,0.003806338318661485,1.6474767035521836,1.8647667790055493,0.004545134085040199,0.004723425645246681
diabetes_mlp_fedavg_R30_C50_s42_scale50_summary.json,diabetes,mlp,fedavg,42,30.0,50,weighted_ce,none,_scale50,,,,,1.0,inf,0.7060102475344523,0.7060102475344523,30.0,0.0,0.679941550325783,0.6977001230092725,0.7060102475344523,30.0,0.2937629238369202,0.2937629238369202,30.0,0.0,0.25542371428220245,0.28226072918432127,0.2937629238369202,30.0,0.29979919646470277,0.30489484591471133,29.0,0.005095649450008566,0.28429603093517497,0.2964589644023158,0.30489484591471133,29.0,0.33039674190616897,0.33128121658401644,29.0,0.0008844746778474688,0.31369456762847064,0.3273746347682092,0.33128121658401644,29.0,0.320990661531237,0.36666792434221807,1.0,0.045677262810981056,0.3334852060035304,0.3247218703538167,0.36666792434221807,1.0,0.6557117147977463,0.6675536660989462,6.0,0.011841951301199916,0.6611164988696208,0.6559549721153692,0.6675536660989462,6.0,0.2156576883217312,0.22333340095161444,5.0,0.00767571262988323,0.21826933151623137,0.215035444992568,0.22333340095161444,5.0,0.2767162066525124,0.2816284462767328,8.0,0.0049122396242203825,0.27623147206330556,0.2749990238172961,0.2816284462767328,8.0,274.572,274.572,0.00244842860016399,0.0007700267159693512,0.003625287201823786,0.002047920714761272,0.003027444480082188,0.0013619955927342891,0.6821298482842622,0.6951639235749099,0.0015867015262624343,0.0011887054004059696
diabetes_mlp_fedavg_R30_C50_s43_scale50_summary.json,diabetes,mlp,fedavg,43,30.0,50,weighted_ce,none,_scale50,,,,,1.0,inf,0.7149465218170555,0.7149465218170555,30.0,0.0,0.691532742249129,0.705677553642366,0.7149465218170555,30.0,0.2902209906019463,0.2902209906019463,30.0,0.0,0.25055954037868744,0.2773632202765435,0.2902209906019463,30.0,0.3058343839493679,0.308919935912752,29.0,0.0030855519633841144,0.28920993119194766,0.2983861705161988,0.308919935912752,29.0,0.3433865669689107,0.34377910631794995,29.0,0.000392539349039267,0.31866388951593455,0.3349986664101038,0.34377910631794995,29.0,0.326838482166705,0.36631459556875495,2.0,0.03947611340204993,0.3415135669607256,0.333823171174897,0.36631459556875495,2.0,0.6610414042053414,0.6729631700196208,13.0,0.011921765814279395,0.6683865025158221,0.6648060527411291,0.6729631700196208,13.0,0.21898156070756641,0.22557884470930956,13.0,0.006597284001743142,0.22245450987135645,0.22193177226923505,0.22557884470930956,13.0,0.2766990291262136,0.28110383536014966,9.0,0.004404806233936076,0.2786773268946558,0.2777669314320401,0.28110383536014966,9.0,274.572,274.572,0.002478918799150677,0.0008918567835884076,0.003649017769477858,0.002280236590026708,0.0030805749720959606,0.0015682718633086314,0.6756246014132861,0.7546779007661826,0.0019109011916721512,0.0015986169297654107
diabetes_mlp_fedavg_R30_C50_s44_scale50_summary.json,diabetes,mlp,fedavg,44,30.0,50,weighted_ce,none,_scale50,,,,,1.0,inf,0.7040906705262098,0.7040906705262098,30.0,0.0,0.6790222566383484,0.6970440598880309,0.7040906705262098,30.0,0.29248611744575725,0.29248611744575725,30.0,0.0,0.25709288790464135,0.2814349635700494,0.29248611744575725,30.0,0.29997241623239906,0.30170469442914294,28.0,0.001732278196743875,0.28126939284152247,0.2932831646415127,0.30170469442914294,28.0,0.3369526197620704,0.3383319169042213,29.0,0.0013792971421509037,0.3131764355523774,0.33031630317575617,0.3383319169042213,29.0,0.32804494520399147,0.3685646651173169,1.0,0.040519719913325425,0.3388596935170827,0.32900342115252557,0.3685646651173169,1.0,0.6473762811045064,0.6653467697133941,8.0,0.017970488608887725,0.6589212341525733,0.6523679836580035,0.6653467697133941,8.0,0.21490396250447202,0.22648441890514792,10.0,0.011580456400675898,0.2217078033255075,0.21990700907191552,0.22648441890514792,10.0,0.2692927896797973,0.28457059679767105,6.0,0.015277807117873743,0.2766841731219713,0.27220521671036546,0.28457059679767105,6.0,274.572,274.572,0.0024447539248975713,0.0008296233956667701,0.003656778583931891,0.0024174791688945777,0.003030677312182238,0.0015610059155676279,0.6861761151970011,0.7775889751655995,0.001865796286594949,0.0015907735298773893
diabetes_mlp_fedavg_R30_C71_s42_scale100_summary.json,diabetes,mlp,fedavg,42,30.0,100,weighted_ce,none,_scale100,,,,,1.0,inf,0.7045718618256104,0.7045718618256104,30.0,0.0,0.6803400141144365,0.6993264633644054,0.7045718618256104,30.0,0.2862755844634286,0.2862755844634286,30.0,0.0,0.252036024539185,0.2767250826123186,0.2862755844634286,30.0,0.2916670822438403,0.2998841108244001,29.0,0.008217028580559782,0.28185583143463594,0.2928724246895039,0.2998841108244001,29.0,0.33425790791675936,0.335532218575753,29.0,0.0012743106589936382,0.31332329851688756,0.32955738268885604,0.335532218575753,29.0,0.3271441824964215,0.36660086014938426,1.0,0.039456677652962735,0.3370190311135125,0.3290394935488702,0.36660086014938426,1.0,0.65511894144471,0.6673213631977488,6.0,0.012202421753038872,0.6621315453778052,0.657359220626841,0.6673213631977488,6.0,0.21145102691998852,0.223219174648272,11.0,0.011768147728283496,0.21857306535677745,0.2144544499274658,0.223219174648272,11.0,0.2715709137163451,0.2805659692828637,11.0,0.008995055566518584,0.2756125952643884,0.2744617847943478,0.2805659692828637,11.0,389.89224,389.89224,0.0017208175944321143,0.0005517422754279386,0.00256551734453366,0.001508532608026425,0.002134913268684316,0.000990708397405332,0.47525125120411454,0.49503276816267316,0.0011738772397016605,0.0010053894766149146
